000219002400000055491;09/05/2014;0000000003000
000219002400000056412;09/05/2014;0000000003000
000219002400000056668;09/05/2014;0000000003000
000219002400000056722;09/05/2014;0000000003000
000219002400000057052;09/05/2014;0000000003000
000219002400000057060;09/05/2014;0000000003000
000219002400000057427;09/05/2014;0000000003000
000219002400000057435;09/05/2014;0000000003000
000219002400000057567;09/05/2014;0000000003000
00021900240000005780X;09/05/2014;0000000003000
000219002400000057826;09/05/2014;0000000003000
000219002400000057869;09/05/2014;0000000003000
000219002400000057982;09/05/2014;0000000003000
000219002400000058261;09/05/2014;0000000003000
00021900240000005830X;09/05/2014;0000000003000
000219002400000058334;09/05/2014;0000000003000
000219002400000074135;09/05/2014;0000000003000
