000219002400000082286;19/03/2014;0000000003000
000219002400000082502;19/03/2014;0000000003000
000219002400000082626;19/03/2014;0000000003000
000219002400000083002;19/03/2014;0000000003000
000219002400000083118;19/03/2014;0000000003000
000219002400000083185;19/03/2014;0000000003000
000219002400000083223;19/03/2014;0000000003000
000219002400000083444;19/03/2014;0000000003000
000219002400000083460;19/03/2014;0000000003000
000219002400000083665;19/03/2014;0000000003000
000219002400000083789;19/03/2014;0000000003000
000219002400000083843;19/03/2014;0000000003000
000219002400000083851;19/03/2014;0000000003000
000219002400000083886;19/03/2014;0000000003000
000219002400000083894;19/03/2014;0000000003000
000219002400000083924;19/03/2014;0000000003000
000219002400000084076;19/03/2014;0000000003000
00021900240000008419X;19/03/2014;0000000003000
000219002400000084343;19/03/2014;0000000003000
000219002400000084378;19/03/2014;0000000003000
000219002400000084394;19/03/2014;0000000003000
000219002400000084416;19/03/2014;0000000003000
000219002400000084475;19/03/2014;0000000003000
000219002400000084637;19/03/2014;0000000003000
000219002400000084939;19/03/2014;0000000003000
