00021900240000002328X;13/12/2013;0000000003060
00021900240000002362X;13/12/2013;0000000003060
000219002400000025975;13/12/2013;0000000003060
000219002400000026319;13/12/2013;0000000003060
000219002400000027404;13/12/2013;0000000003000
000219002400000027501;13/12/2013;0000000003060
000219002400000027846;13/12/2013;0000000003060
000219002400000030340;13/12/2013;0000000002000
000219002400000030405;13/12/2013;0000000002000
000219002400000030456;13/12/2013;0000000002000
000219002400000030634;13/12/2013;0000000002000
000219002400000030642;13/12/2013;0000000002000
000219002400000030650;13/12/2013;0000000002000
000219002400000031002;13/12/2013;0000000002000
00021900240000003107X;13/12/2013;0000000002000
000219002400000031207;13/12/2013;0000000002000
000219002400000031452;13/12/2013;0000000002000
000219002400000031592;13/12/2013;0000000002000
000219002400000031665;13/12/2013;0000000002000
000219002400000031770;13/12/2013;0000000002000
