000219002400000107777;14/08/2015;0000000003500
00021900240000010879X;14/08/2015;0000000003670
00021900240000010882X;14/08/2015;0000000003670
000219002400000108951;14/08/2015;0000000003670
000219002400000110263;14/08/2015;0000000021000
000219002400000110573;14/08/2015;0000000003500
00021900240000011059X;14/08/2015;0000000003500
000219002400000110794;14/08/2015;0000000003500
000219002400000110867;14/08/2015;0000000003500
000219002400000110956;14/08/2015;0000000003500
000219002400000110964;14/08/2015;0000000003500
000219002400000110972;14/08/2015;0000000003500
000219002400000111022;14/08/2015;0000000003500
000219002400000111073;14/08/2015;0000000003500
000219002400000111081;14/08/2015;0000000003500
000219002400000111111;14/08/2015;0000000003500
000219002400000111154;14/08/2015;0000000003500
000219002400000111170;14/08/2015;0000000003500
000219002400000111324;14/08/2015;0000000003500
000219002400000111340;14/08/2015;0000000003500
000219002400000111391;14/08/2015;0000000003500
000219002400000111405;14/08/2015;0000000003500
00021900240000011143X;14/08/2015;0000000007000
000219002400000111464;14/08/2015;0000000009000
000219002400000111472;14/08/2015;0000000009000
000219002400000111480;14/08/2015;0000000009000
000219002400000111510;14/08/2015;0000000009000
000219002400000111669;14/08/2015;0000000021000
