000219002400000054045;25/03/2014;0000000003130
000219002400000081557;25/03/2014;0000000003120
000219002400000082421;25/03/2014;0000000003108
00021900240000008324X;25/03/2014;0000000003108
000219002400000083584;25/03/2014;0000000003000
000219002400000084807;25/03/2014;0000000003160
000219002400000084866;25/03/2014;0000000003024
000219002400000084904;25/03/2014;0000000003006
