000219002400000089191;17/09/2014;0000000002500
000219002400000089221;17/09/2014;0000000002500
000219002400000089256;17/09/2014;0000000002500
000219002400000089310;17/09/2014;0000000002500
000219002400000089752;17/09/2014;0000000002500
000219002400000089817;17/09/2014;0000000002500
000219002400000089841;17/09/2014;0000000002500
00021900240000008985X;17/09/2014;0000000002500
000219002400000089892;17/09/2014;0000000002500
000219002400000089930;17/09/2014;0000000002500
000219002400000090033;17/09/2014;0000000002500
000219002400000090092;17/09/2014;0000000002500
