000219002400000035318;07/01/2014;0000000002000
000219002400000036837;07/01/2014;0000000002000
000219002400000036861;07/01/2014;0000000002000
000219002400000036888;07/01/2014;0000000002000
000219002400000036918;07/01/2014;0000000002000
000219002400000037221;07/01/2014;0000000002000
000219002400000037329;07/01/2014;0000000002000
000219002400000037582;07/01/2014;0000000002000
000219002400000037744;07/01/2014;0000000002000
000219002400000037884;07/01/2014;0000000002000
000219002400000038147;07/01/2014;0000000002000
000219002400000038589;07/01/2014;0000000002000
000219002400000038600;07/01/2014;0000000002000
000219002400000038651;07/01/2014;0000000002000
00021900240000003866X;07/01/2014;0000000002000
000219002400000038716;07/01/2014;0000000002000
000219002400000038910;07/01/2014;0000000002000
000219002400000038945;07/01/2014;0000000002000
000219002400000039003;07/01/2014;0000000002000
