000219002400000050228;20/02/2014;0000000003000
000219002400000050236;20/02/2014;0000000003000
000219002400000050244;20/02/2014;0000000003000
000219002400000050309;20/02/2014;0000000003000
00021900240000005035X;20/02/2014;0000000003000
000219002400000050406;20/02/2014;0000000003000
000219002400000050414;20/02/2014;0000000003000
000219002400000050449;20/02/2014;0000000003000
000219002400000050473;20/02/2014;0000000003000
00021900240000005049X;20/02/2014;0000000003000
000219002400000050554;20/02/2014;0000000003000
000219002400000050570;20/02/2014;0000000003000
000219002400000050589;20/02/2014;0000000003000
000219002400000050619;20/02/2014;0000000003000
000219002400000050627;20/02/2014;0000000003000
000219002400000050694;20/02/2014;0000000003000
000219002400000050708;20/02/2014;0000000003000
00021900240000005083X;20/02/2014;0000000003000
000219002400000050872;20/02/2014;0000000003000
000219002400000050937;20/02/2014;0000000003000
000219002400000050953;20/02/2014;0000000003000
000219002400000051011;20/02/2014;0000000003000
000219002400000051062;20/02/2014;0000000003000
000219002400000051070;20/02/2014;0000000003000
000219002400000051119;20/02/2014;0000000003000
000219002400000051178;20/02/2014;0000000003000
000219002400000051186;20/02/2014;0000000003000
000219002400000051194;20/02/2014;0000000003000
000219002400000051216;20/02/2014;0000000003000
000219002400000051259;20/02/2014;0000000003000
000219002400000051291;20/02/2014;0000000003000
000219002400000051305;20/02/2014;0000000003000
000219002400000051348;20/02/2014;0000000003000
000219002400000051356;20/02/2014;0000000003000
000219002400000051364;20/02/2014;0000000003000
000219002400000051399;20/02/2014;0000000003000
000219002400000051402;20/02/2014;0000000003000
000219002400000051410;20/02/2014;0000000003000
00021900240000005147X;20/02/2014;0000000003000
000219002400000051496;20/02/2014;0000000003000
00021900240000005150X;20/02/2014;0000000003000
000219002400000051550;20/02/2014;0000000003000
000219002400000051607;20/02/2014;0000000003000
000219002400000051801;20/02/2014;0000000003000
00021900240000005181X;20/02/2014;0000000003000
000219002400000051917;20/02/2014;0000000003000
000219002400000051925;20/02/2014;0000000003000
00021900240000005195X;20/02/2014;0000000003000
000219002400000051976;20/02/2014;0000000003000
000219002400000052050;20/02/2014;0000000003000
000219002400000052069;20/02/2014;0000000003000
000219002400000052085;20/02/2014;0000000003000
000219002400000052131;20/02/2014;0000000003000
00021900240000005214X;20/02/2014;0000000003000
000219002400000052166;20/02/2014;0000000003000
000219002400000052255;20/02/2014;0000000003000
000219002400000073201;20/02/2014;0000000003000
00021900240000007321X;20/02/2014;0000000003000
000219002400000073244;20/02/2014;0000000003000
000219002400000073252;20/02/2014;0000000003000
000219002400000073295;20/02/2014;0000000003000
00021900240000007335X;20/02/2014;0000000003000
000219002400000073376;20/02/2014;0000000003000
000219002400000073384;20/02/2014;0000000003000
000219002400000073406;20/02/2014;0000000003000
000219002400000073473;20/02/2014;0000000003000
00021900240000007349X;20/02/2014;0000000003000
000219002400000073511;20/02/2014;0000000003000
000219002400000073546;20/02/2014;0000000003000
000219002400000073554;20/02/2014;0000000003000
000219002400000073562;20/02/2014;0000000003000
000219002400000073600;20/02/2014;0000000003000
