000219002400000066663;17/10/2014;0000000003160
000219002400000066981;17/10/2014;0000000003160
000219002400000096104;17/10/2014;0000000002500
000219002400000096120;17/10/2014;0000000002500
000219002400000096139;17/10/2014;0000000002500
000219002400000096201;17/10/2014;0000000002500
00021900240000009635X;17/10/2014;0000000002500
000219002400000096589;17/10/2014;0000000002500
000219002400000096651;17/10/2014;0000000002500
000219002400000096678;17/10/2014;0000000002500
00021900240000009683X;17/10/2014;0000000002500
000219002400000097054;17/10/2014;0000000002500
