000219002400000035873;09/01/2014;0000000002040
000219002400000036993;09/01/2014;0000000002000
00021900240000003740X;09/01/2014;0000000002000
000219002400000037515;09/01/2014;0000000002000
00021900240000003754X;09/01/2014;0000000002000
000219002400000037566;09/01/2014;0000000002000
000219002400000037574;09/01/2014;0000000002000
000219002400000037590;09/01/2014;0000000002000
000219002400000037639;09/01/2014;0000000002000
000219002400000037701;09/01/2014;0000000002000
000219002400000037876;09/01/2014;0000000002000
000219002400000038090;09/01/2014;0000000002000
000219002400000038155;09/01/2014;0000000002000
000219002400000038198;09/01/2014;0000000002000
000219002400000038236;09/01/2014;0000000002000
000219002400000038325;09/01/2014;0000000002000
000219002400000038627;09/01/2014;0000000002000
000219002400000038791;09/01/2014;0000000002000
00021900240000003902X;09/01/2014;0000000002000
000219002400000039259;09/01/2014;0000000002000
000219002400000039283;09/01/2014;0000000002000
000219002400000039364;09/01/2014;0000000002000
000219002400000039429;09/01/2014;0000000002000
000219002400000039461;09/01/2014;0000000002000
000219002400000039488;09/01/2014;0000000002000
000219002400000039518;09/01/2014;0000000002000
000219002400000039569;09/01/2014;0000000002000
000219002400000039666;09/01/2014;0000000002000
000219002400000039712;09/01/2014;0000000002000
000219002400000039720;09/01/2014;0000000002000
000219002400000039771;09/01/2014;0000000002000
00021900240000003978X;09/01/2014;0000000002000
00021900240000003995X;09/01/2014;0000000002000
000219002400000040028;09/01/2014;0000000002000
