000219002400000021031;22/07/2013;0000000003500
000219002400000021147;22/07/2013;0000000003500
000219002400000021198;22/07/2013;0000000003500
000219002400000021228;22/07/2013;0000000003500
000219002400000021236;22/07/2013;0000000003500
000219002400000021244;22/07/2013;0000000003500
000219002400000021325;22/07/2013;0000000003500
00021900240000002135X;22/07/2013;0000000003500
