000219002400000065268;07/10/2014;0000000003160
000219002400000066655;07/10/2014;0000000003000
000219002400000066728;07/10/2014;0000000003000
000219002400000066736;07/10/2014;0000000003000
000219002400000066833;07/10/2014;0000000003000
000219002400000066868;07/10/2014;0000000003000
000219002400000067317;07/10/2014;0000000003000
000219002400000068046;07/10/2014;0000000003000
000219002400000075026;07/10/2014;0000000003000
000219002400000093458;07/10/2014;0000000002500
000219002400000093474;07/10/2014;0000000002500
000219002400000093504;07/10/2014;0000000002500
000219002400000093520;07/10/2014;0000000002500
00021900240000009361X;07/10/2014;0000000002500
000219002400000093660;07/10/2014;0000000002500
000219002400000093733;07/10/2014;0000000002500
00021900240000009375X;07/10/2014;0000000002500
000219002400000093903;07/10/2014;0000000002500
000219002400000093946;07/10/2014;0000000002500
000219002400000094187;07/10/2014;0000000002500
000219002400000094454;07/10/2014;0000000002500
000219002400000094470;07/10/2014;0000000002500
000219002400000094551;07/10/2014;0000000002500
000219002400000094772;07/10/2014;0000000002500
