000219002400000022046;16/09/2013;0000000007000
000219002400000022127;16/09/2013;0000000007000
00021900240000002278X;16/09/2013;0000000006000
000219002400000023018;16/09/2013;0000000003000
000219002400000023034;16/09/2013;0000000003000
000219002400000023123;16/09/2013;0000000003000
000219002400000023131;16/09/2013;0000000003000
000219002400000023441;16/09/2013;0000000003000
000219002400000023700;16/09/2013;0000000003000
000219002400000023824;16/09/2013;0000000003000
000219002400000023875;16/09/2013;0000000003000
000219002400000023883;16/09/2013;0000000003000
000219002400000023921;16/09/2013;0000000003000
000219002400000024022;16/09/2013;0000000003000
000219002400000024235;16/09/2013;0000000003000
000219002400000024316;16/09/2013;0000000003000
000219002400000024324;16/09/2013;0000000003000
000219002400000024359;16/09/2013;0000000003000
