000219002400000050384;18/02/2014;0000000003000
000219002400000050465;18/02/2014;0000000003000
000219002400000050481;18/02/2014;0000000003000
000219002400000050511;18/02/2014;0000000003000
000219002400000050635;18/02/2014;0000000003000
000219002400000050651;18/02/2014;0000000003000
000219002400000050678;18/02/2014;0000000003000
000219002400000050791;18/02/2014;0000000003000
000219002400000051003;18/02/2014;0000000003000
000219002400000051046;18/02/2014;0000000003000
000219002400000051615;18/02/2014;0000000003000
000219002400000051941;18/02/2014;0000000003000
000219002400000052158;18/02/2014;0000000003000
000219002400000052182;18/02/2014;0000000003000
000219002400000072817;18/02/2014;0000000003000
000219002400000073228;18/02/2014;0000000003000
000219002400000073279;18/02/2014;0000000003000
000219002400000073619;18/02/2014;0000000003000
