000219002400000103550;14/04/2015;0000000006104
00021900240000010414X;14/04/2015;0000000003670
000219002400000104247;14/04/2015;0000000003670
000219002400000104417;14/04/2015;0000000003602
000219002400000104514;14/04/2015;0000000003670
000219002400000104719;14/04/2015;0000000003514
000219002400000104794;14/04/2015;0000000003500
000219002400000104883;14/04/2015;0000000003500
000219002400000104964;14/04/2015;0000000003500
000219002400000104972;14/04/2015;0000000003500
