00021900240000008517X;30/09/2014;0000000003907
000219002400000085188;30/09/2014;0000000003280
000219002400000091927;30/09/2014;0000000002500
000219002400000091951;30/09/2014;0000000002500
000219002400000092028;30/09/2014;0000000002500
000219002400000092109;30/09/2014;0000000002500
000219002400000092133;30/09/2014;0000000002500
00021900240000009215X;30/09/2014;0000000002500
000219002400000092303;30/09/2014;0000000002500
000219002400000092435;30/09/2014;0000000002500
000219002400000092893;30/09/2014;0000000002500
000219002400000093008;30/09/2014;0000000002500
000219002400000093091;30/09/2014;0000000002500
