000219002400000052263;20/03/2014;0000000003156
000219002400000052778;20/03/2014;0000000003050
000219002400000053693;20/03/2014;0000000003160
000219002400000082634;20/03/2014;0000000003000
000219002400000082685;20/03/2014;0000000003000
00021900240000008274X;20/03/2014;0000000003000
000219002400000082987;20/03/2014;0000000003000
000219002400000082995;20/03/2014;0000000003000
000219002400000083126;20/03/2014;0000000003000
000219002400000083258;20/03/2014;0000000003000
000219002400000083274;20/03/2014;0000000003000
000219002400000083339;20/03/2014;0000000003000
000219002400000083347;20/03/2014;0000000003000
000219002400000083398;20/03/2014;0000000003000
000219002400000083533;20/03/2014;0000000003000
000219002400000083568;20/03/2014;0000000003000
000219002400000083576;20/03/2014;0000000003000
000219002400000083606;20/03/2014;0000000003000
00021900240000008386X;20/03/2014;0000000003000
000219002400000083991;20/03/2014;0000000003000
000219002400000084041;20/03/2014;0000000003000
000219002400000084106;20/03/2014;0000000003000
000219002400000084122;20/03/2014;0000000003000
000219002400000084203;20/03/2014;0000000003000
000219002400000084297;20/03/2014;0000000003000
000219002400000084653;20/03/2014;0000000003000
