000219002400000023506;28/11/2013;0000000003000
000219002400000023840;28/11/2013;0000000003000
000219002400000025711;28/11/2013;0000000003000
00021900240000002619X;28/11/2013;0000000003000
000219002400000026548;28/11/2013;0000000003000
000219002400000027250;28/11/2013;0000000003000
000219002400000027323;28/11/2013;0000000003000
000219002400000027722;28/11/2013;0000000003000
000219002400000028079;28/11/2013;0000000003000
000219002400000028087;28/11/2013;0000000003000
