000219002400000064601;10/09/2014;0000000003000
000219002400000064679;10/09/2014;0000000003000
000219002400000064768;10/09/2014;0000000003000
00021900240000006525X;10/09/2014;0000000003000
00021900240000006539X;10/09/2014;0000000003000
000219002400000065454;10/09/2014;0000000003000
000219002400000065578;10/09/2014;0000000003000
000219002400000065624;10/09/2014;0000000003000
000219002400000065764;10/09/2014;0000000003000
000219002400000065810;10/09/2014;0000000003000
000219002400000066132;10/09/2014;0000000003000
000219002400000066582;10/09/2014;0000000003000
000219002400000068631;10/09/2014;0000000003000
000219002400000070687;10/09/2014;0000000003000
000219002400000078122;10/09/2014;0000000003000
000219002400000078211;10/09/2014;0000000003000
000219002400000078327;10/09/2014;0000000003000
000219002400000078378;10/09/2014;0000000003000
000219002400000088330;10/09/2014;0000000002500
00021900240000008856X;10/09/2014;0000000002500
000219002400000088586;10/09/2014;0000000002500
