000219002400000098239;09/02/2015;0000000003500
000219002400000098247;09/02/2015;0000000003500
000219002400000098301;09/02/2015;0000000003500
000219002400000098441;09/02/2015;0000000003500
000219002400000098492;09/02/2015;0000000003500
00021900240000009859X;09/02/2015;0000000003500
000219002400000098638;09/02/2015;0000000003500
000219002400000098654;09/02/2015;0000000003500
000219002400000098751;09/02/2015;0000000003500
000219002400000098840;09/02/2015;0000000003500
000219002400000098905;09/02/2015;0000000003500
000219002400000098956;09/02/2015;0000000003500
000219002400000099006;09/02/2015;0000000003500
000219002400000099154;09/02/2015;0000000003500
000219002400000099286;09/02/2015;0000000003500
000219002400000099316;09/02/2015;0000000003500
000219002400000099359;09/02/2015;0000000003500
000219002400000099367;09/02/2015;0000000003500
000219002400000099413;09/02/2015;0000000003500
000219002400000099421;09/02/2015;0000000003500
00021900240000009943X;09/02/2015;0000000003500
000219002400000099529;09/02/2015;0000000003500
00021900240000009960X;09/02/2015;0000000003500
000219002400000099782;09/02/2015;0000000003500
000219002400000099812;09/02/2015;0000000003500
000219002400000099847;09/02/2015;0000000003500
000219002400000099871;09/02/2015;0000000003500
000219002400000099901;09/02/2015;0000000003500
000219002400000099979;09/02/2015;0000000003500
000219002400000100039;09/02/2015;0000000003500
00021900240000010008X;09/02/2015;0000000003500
000219002400000100101;09/02/2015;0000000003500
000219002400000100128;09/02/2015;0000000003500
000219002400000100195;09/02/2015;0000000003500
000219002400000100349;09/02/2015;0000000003500
000219002400000100365;09/02/2015;0000000003500
000219002400000100373;09/02/2015;0000000003500
000219002400000100411;09/02/2015;0000000003500
