000219002400000108633;08/07/2015;0000000003500
000219002400000109273;08/07/2015;0000000007000
000219002400000109427;08/07/2015;0000000009000
000219002400000109478;08/07/2015;0000000009000
000219002400000110123;08/07/2015;0000000021000
000219002400000110255;08/07/2015;0000000021000
000219002400000110298;08/07/2015;0000000037000
000219002400000110352;08/07/2015;0000000037000
000219002400000108463;09/07/2015;0000000003500
000219002400000108048;10/07/2015;0000000003500
000219002400000108420;10/07/2015;0000000003500
00021900240000010848X;10/07/2015;0000000003500
000219002400000108544;10/07/2015;0000000003500
000219002400000108609;10/07/2015;0000000003500
000219002400000108668;10/07/2015;0000000003500
000219002400000108749;10/07/2015;0000000003500
000219002400000108811;10/07/2015;0000000003500
000219002400000108986;10/07/2015;0000000003500
000219002400000109095;10/07/2015;0000000003500
000219002400000109109;10/07/2015;0000000003500
000219002400000109117;10/07/2015;0000000003500
000219002400000109168;10/07/2015;0000000003500
000219002400000109176;10/07/2015;0000000003500
000219002400000109184;10/07/2015;0000000003500
000219002400000109265;10/07/2015;0000000003500
000219002400000109443;10/07/2015;0000000009000
000219002400000110271;10/07/2015;0000000021000
