000219002400000059322;10/07/2014;0000000003160
000219002400000060509;10/07/2014;0000000003000
000219002400000060517;10/07/2014;0000000003000
000219002400000060525;10/07/2014;0000000003000
000219002400000060665;10/07/2014;0000000003000
000219002400000060681;10/07/2014;0000000003000
000219002400000060800;10/07/2014;0000000003000
000219002400000060835;10/07/2014;0000000003000
000219002400000060878;10/07/2014;0000000003000
000219002400000060916;10/07/2014;0000000003000
000219002400000061165;10/07/2014;0000000003000
000219002400000061181;10/07/2014;0000000003000
000219002400000061254;10/07/2014;0000000003000
000219002400000061351;10/07/2014;0000000003000
000219002400000061440;10/07/2014;0000000003000
000219002400000061459;10/07/2014;0000000003000
000219002400000061777;10/07/2014;0000000003000
000219002400000061866;10/07/2014;0000000003000
000219002400000061904;10/07/2014;0000000003000
000219002400000062064;10/07/2014;0000000003000
000219002400000062110;10/07/2014;0000000003000
000219002400000077282;10/07/2014;0000000003000
000219002400000077576;10/07/2014;0000000003000
00021900240000008579X;10/07/2014;0000000003000
000219002400000086133;10/07/2014;0000000023500
000219002400000086214;10/07/2014;0000000023500
