000219002400000106576;18/06/2015;0000000003500
000219002400000106657;18/06/2015;0000000003500
000219002400000106681;18/06/2015;0000000003500
000219002400000106703;18/06/2015;0000000003500
000219002400000106762;18/06/2015;0000000003500
000219002400000106797;18/06/2015;0000000003500
00021900240000010686X;18/06/2015;0000000003500
000219002400000106886;18/06/2015;0000000003500
000219002400000106932;18/06/2015;0000000003500
000219002400000107017;18/06/2015;0000000003500
00021900240000010705X;18/06/2015;0000000003500
000219002400000107084;18/06/2015;0000000003500
000219002400000107092;18/06/2015;0000000003500
000219002400000107106;18/06/2015;0000000003500
000219002400000107149;18/06/2015;0000000003500
00021900240000010719X;18/06/2015;0000000003500
000219002400000107238;18/06/2015;0000000003500
000219002400000107246;18/06/2015;0000000003500
000219002400000107300;18/06/2015;0000000003500
000219002400000107394;18/06/2015;0000000009000
000219002400000107416;18/06/2015;0000000009000
000219002400000107556;18/06/2015;0000000009000
