000219002400000023492;26/11/2013;0000000003000
00021900240000002569X;26/11/2013;0000000003000
000219002400000025908;26/11/2013;0000000003000
000219002400000026181;26/11/2013;0000000003000
000219002400000027234;26/11/2013;0000000003000
00021900240000002748X;26/11/2013;0000000003000
000219002400000027714;26/11/2013;0000000003000
000219002400000028214;26/11/2013;0000000003000
