00021900240000006461X;12/09/2014;0000000003104
000219002400000064628;12/09/2014;0000000003103
000219002400000064687;12/09/2014;0000000003000
000219002400000087067;12/09/2014;0000000023500
000219002400000087504;12/09/2014;0000000024501
000219002400000088454;12/09/2014;0000000002500
000219002400000088624;12/09/2014;0000000002500
000219002400000088683;12/09/2014;0000000002500
