000219002400000066787;06/10/2014;0000000003000
000219002400000067988;06/10/2014;0000000003000
000219002400000075034;06/10/2014;0000000003000
000219002400000075093;06/10/2014;0000000003000
000219002400000078483;06/10/2014;0000000003000
000219002400000092710;06/10/2014;0000000002500
000219002400000092923;06/10/2014;0000000002500
000219002400000092958;06/10/2014;0000000002500
000219002400000093040;06/10/2014;0000000002500
000219002400000093113;06/10/2014;0000000002500
000219002400000093148;06/10/2014;0000000002500
000219002400000093164;06/10/2014;0000000002500
000219002400000093172;06/10/2014;0000000002500
000219002400000093202;06/10/2014;0000000002500
000219002400000093229;06/10/2014;0000000002500
000219002400000093253;06/10/2014;0000000002500
000219002400000093326;06/10/2014;0000000002500
000219002400000093377;06/10/2014;0000000002500
000219002400000093512;06/10/2014;0000000002500
000219002400000093539;06/10/2014;0000000002500
000219002400000093636;06/10/2014;0000000002500
000219002400000093776;06/10/2014;0000000002500
000219002400000093822;06/10/2014;0000000002500
000219002400000093989;06/10/2014;0000000002500
000219002400000094101;06/10/2014;0000000002500
000219002400000094462;06/10/2014;0000000002500
000219002400000094497;06/10/2014;0000000002500
