000219002400000101264;06/03/2015;0000000003500
000219002400000101299;06/03/2015;0000000003500
000219002400000101477;06/03/2015;0000000003500
000219002400000101515;06/03/2015;0000000003500
000219002400000101604;06/03/2015;0000000003500
000219002400000101752;06/03/2015;0000000003500
000219002400000101868;06/03/2015;0000000003500
000219002400000101892;06/03/2015;0000000003500
000219002400000101930;06/03/2015;0000000003500
00021900240000010235X;06/03/2015;0000000003500
000219002400000102481;06/03/2015;0000000003500
000219002400000102600;06/03/2015;0000000003500
00021900240000010283X;06/03/2015;0000000006000
000219002400000102910;06/03/2015;0000000006000
000219002400000102929;06/03/2015;0000000006000
000219002400000102996;06/03/2015;0000000006000
000219002400000103089;06/03/2015;0000000006000
000219002400000103186;06/03/2015;0000000009000
