000219002400000060819;09/09/2014;0000000003222
000219002400000062862;09/09/2014;0000000003160
00021900240000006492X;09/09/2014;0000000003000
000219002400000064970;09/09/2014;0000000003000
000219002400000065543;09/09/2014;0000000003000
00021900240000006587X;09/09/2014;0000000003000
000219002400000066000;09/09/2014;0000000003000
000219002400000066086;09/09/2014;0000000003000
000219002400000066167;09/09/2014;0000000003000
000219002400000066183;09/09/2014;0000000003000
000219002400000066213;09/09/2014;0000000003000
000219002400000078246;09/09/2014;0000000003000
000219002400000078386;09/09/2014;0000000003300
00021900240000008596X;09/09/2014;0000000003000
000219002400000088438;09/09/2014;0000000002500
000219002400000088470;09/09/2014;0000000002500
