000219002400000105057;14/05/2015;0000000003500
000219002400000105065;14/05/2015;0000000003500
000219002400000105278;14/05/2015;0000000003500
000219002400000105332;14/05/2015;0000000003500
000219002400000105421;14/05/2015;0000000003500
000219002400000105618;14/05/2015;0000000003500
000219002400000105626;14/05/2015;0000000003500
000219002400000105669;14/05/2015;0000000003500
00021900240000010607X;14/05/2015;0000000003500
000219002400000106134;14/05/2015;0000000003500
000219002400000106142;14/05/2015;0000000003500
000219002400000106150;14/05/2015;0000000003500
000219002400000106258;14/05/2015;0000000009000
000219002400000106355;14/05/2015;0000000009000
000219002400000106428;14/05/2015;0000000009000
000219002400000106460;14/05/2015;0000000003500
000219002400000106479;14/05/2015;0000000003500
000219002400000106487;14/05/2015;0000000003500
