000219002400000051860;18/03/2014;0000000003126
00021900240000005309X;18/03/2014;0000000003116
000219002400000056331;18/03/2014;0000000003000
000219002400000058385;18/03/2014;0000000003000
000219002400000073724;18/03/2014;0000000003160
000219002400000082197;18/03/2014;0000000003000
000219002400000082340;18/03/2014;0000000003000
000219002400000082642;18/03/2014;0000000003000
000219002400000082669;18/03/2014;0000000003000
000219002400000082804;18/03/2014;0000000003000
000219002400000082839;18/03/2014;0000000003000
000219002400000082952;18/03/2014;0000000003000
00021900240000008338X;18/03/2014;0000000003000
000219002400000083487;18/03/2014;0000000003000
000219002400000083657;18/03/2014;0000000003000
