000219002400000015333;21/05/2013;0000000002000
000219002400000016070;21/05/2013;0000000002000
000219002400000016216;21/05/2013;0000000002000
000219002400000016232;21/05/2013;0000000002000
000219002400000016259;21/05/2013;0000000002000
000219002400000016356;21/05/2013;0000000002000
000219002400000016593;21/05/2013;0000000002000
000219002400000016623;21/05/2013;0000000002000
00021900240000001681X;21/05/2013;0000000002000
000219002400000016925;21/05/2013;0000000002000
000219002400000017158;21/05/2013;0000000002000
