000219002400000104220;15/04/2015;0000000003527
000219002400000104980;15/04/2015;0000000003500
000219002400000102449;16/04/2015;0000000003770
000219002400000102732;16/04/2015;0000000005300
000219002400000103429;16/04/2015;0000000009109
000219002400000103690;16/04/2015;0000000005600
000219002400000104034;16/04/2015;0000000003607
000219002400000104042;16/04/2015;0000000003600
000219002400000104506;16/04/2015;0000000003541
000219002400000103798;17/04/2015;0000000003609
000219002400000104611;17/04/2015;0000000003555
000219002400000104905;17/04/2015;0000000003670
