000219002400000030146;17/12/2013;0000000002000
000219002400000031053;17/12/2013;0000000002000
000219002400000031169;17/12/2013;0000000002000
00021900240000003169X;17/12/2013;0000000002000
000219002400000031703;17/12/2013;0000000002000
000219002400000031746;17/12/2013;0000000002000
000219002400000031851;17/12/2013;0000000002000
000219002400000032238;17/12/2013;0000000002000
000219002400000032637;17/12/2013;0000000002000
000219002400000032645;17/12/2013;0000000002000
000219002400000032653;17/12/2013;0000000002000
000219002400000033021;17/12/2013;0000000002000
000219002400000033056;17/12/2013;0000000002000
