000219002400000103283;13/05/2015;0000000003840
000219002400000103291;13/05/2015;0000000003670
000219002400000104549;13/05/2015;0000000003670
000219002400000105073;13/05/2015;0000000003500
000219002400000105111;13/05/2015;0000000003500
00021900240000010512X;13/05/2015;0000000003500
000219002400000105480;13/05/2015;0000000003500
000219002400000105499;13/05/2015;0000000003500
000219002400000105693;13/05/2015;0000000003500
000219002400000105839;13/05/2015;0000000003500
00021900240000010591X;13/05/2015;0000000003500
000219002400000105944;13/05/2015;0000000003500
000219002400000106029;13/05/2015;0000000003500
000219002400000106045;13/05/2015;0000000003500
000219002400000106061;13/05/2015;0000000003500
000219002400000106177;13/05/2015;0000000003500
000219002400000106266;13/05/2015;0000000003500
000219002400000106304;13/05/2015;0000000009000
000219002400000106398;13/05/2015;0000000009000
000219002400000106495;13/05/2015;0000000003500
000219002400000106525;13/05/2015;0000000003500
