000219002400000024103;10/12/2013;0000000003000
000219002400000025576;10/12/2013;0000000003000
000219002400000027110;10/12/2013;0000000003000
000219002400000027536;10/12/2013;0000000003000
000219002400000028869;10/12/2013;0000000003000
000219002400000030014;10/12/2013;0000000003000
000219002400000030170;10/12/2013;0000000002000
000219002400000030235;10/12/2013;0000000002000
000219002400000030251;10/12/2013;0000000002000
000219002400000030669;10/12/2013;0000000002000
000219002400000030782;10/12/2013;0000000002000
000219002400000030790;10/12/2013;0000000002000
000219002400000030928;10/12/2013;0000000002000
000219002400000031029;10/12/2013;0000000002000
