000219002400000051038;13/03/2014;0000000003160
000219002400000051828;13/03/2014;0000000003056
000219002400000073740;13/03/2014;0000000003056
000219002400000081042;13/03/2014;0000000003000
000219002400000081263;13/03/2014;0000000003000
000219002400000081565;13/03/2014;0000000003000
000219002400000081743;13/03/2014;0000000003000
000219002400000082022;13/03/2014;0000000003000
