000219002400000056714;15/07/2014;0000000003466
000219002400000057761;15/07/2014;0000000003191
000219002400000058768;15/07/2014;0000000003466
000219002400000059810;15/07/2014;0000000003170
000219002400000060940;15/07/2014;0000000003160
00021900240000006153X;15/07/2014;0000000003100
00021900240000006170X;15/07/2014;0000000003160
000219002400000077517;15/07/2014;0000000003030
000219002400000086230;15/07/2014;0000000041500
