000219002400000075166;11/03/2015;0000000006000
000219002400000101590;11/03/2015;0000000003670
000219002400000101744;11/03/2015;0000000003500
000219002400000101965;11/03/2015;0000000003602
00021900240000010204X;11/03/2015;0000000003512
000219002400000102317;11/03/2015;0000000003600
000219002400000102430;11/03/2015;0000000003512
000219002400000102619;11/03/2015;0000000003672
000219002400000102864;11/03/2015;0000000006000
