000219002400000059918;03/07/2014;0000000003185
000219002400000060991;03/07/2014;0000000003000
000219002400000061130;03/07/2014;0000000003000
000219002400000061858;03/07/2014;0000000003000
000219002400000061963;03/07/2014;0000000003000
000219002400000074615;03/07/2014;0000000003000
000219002400000077185;03/07/2014;0000000003407
000219002400000077592;03/07/2014;0000000003000
000219002400000085919;03/07/2014;0000000003000
000219002400000085927;03/07/2014;0000000003000
