000219002400000103240;13/04/2015;0000000004609
00021900240000010333X;13/04/2015;0000000003500
000219002400000103399;13/04/2015;0000000009000
000219002400000103437;13/04/2015;0000000009000
00021900240000010347X;13/04/2015;0000000009000
000219002400000103569;13/04/2015;0000000006000
000219002400000103585;13/04/2015;0000000006000
000219002400000103623;13/04/2015;0000000006000
000219002400000103666;13/04/2015;0000000006000
000219002400000103674;13/04/2015;0000000008500
000219002400000103682;13/04/2015;0000000005500
000219002400000103704;13/04/2015;0000000005500
000219002400000103739;13/04/2015;0000000005500
000219002400000103828;13/04/2015;0000000003500
000219002400000103844;13/04/2015;0000000003500
000219002400000103860;13/04/2015;0000000003500
000219002400000103887;13/04/2015;0000000003500
000219002400000103941;13/04/2015;0000000003500
00021900240000010395X;13/04/2015;0000000003500
000219002400000104026;13/04/2015;0000000003500
000219002400000104050;13/04/2015;0000000003500
000219002400000104085;13/04/2015;0000000003500
000219002400000104107;13/04/2015;0000000003500
000219002400000104123;13/04/2015;0000000003500
000219002400000104174;13/04/2015;0000000003500
000219002400000104204;13/04/2015;0000000003500
000219002400000104239;13/04/2015;0000000003500
000219002400000104255;13/04/2015;0000000003500
000219002400000104263;13/04/2015;0000000003500
00021900240000010428X;13/04/2015;0000000003500
000219002400000104352;13/04/2015;0000000003500
000219002400000104387;13/04/2015;0000000003500
000219002400000104409;13/04/2015;0000000003500
000219002400000104441;13/04/2015;0000000003500
000219002400000104573;13/04/2015;0000000003500
000219002400000104662;13/04/2015;0000000003500
000219002400000104689;13/04/2015;0000000003500
000219002400000104751;13/04/2015;0000000003500
000219002400000104832;13/04/2015;0000000003500
00021900240000010493X;13/04/2015;0000000004000
