000219002400000101302;09/03/2015;0000000003500
000219002400000101345;09/03/2015;0000000003500
00021900240000010137X;09/03/2015;0000000003500
000219002400000101493;09/03/2015;0000000003500
00021900240000010154X;09/03/2015;0000000003500
000219002400000101663;09/03/2015;0000000003500
000219002400000101841;09/03/2015;0000000003500
000219002400000101876;09/03/2015;0000000003500
000219002400000101949;09/03/2015;0000000003500
000219002400000102015;09/03/2015;0000000003500
000219002400000102031;09/03/2015;0000000003500
000219002400000102163;09/03/2015;0000000003500
00021900240000010221X;09/03/2015;0000000003500
000219002400000102228;09/03/2015;0000000003500
000219002400000102295;09/03/2015;0000000003500
000219002400000102384;09/03/2015;0000000003500
000219002400000102422;09/03/2015;0000000003500
00021900240000010252X;09/03/2015;0000000003500
000219002400000102554;09/03/2015;0000000003500
000219002400000102597;09/03/2015;0000000003500
000219002400000102686;09/03/2015;0000000003500
000219002400000102694;09/03/2015;0000000003500
000219002400000102708;09/03/2015;0000000003500
000219002400000102716;09/03/2015;0000000003500
000219002400000102872;09/03/2015;0000000004020
000219002400000102902;09/03/2015;0000000006000
000219002400000103003;09/03/2015;0000000006000
000219002400000103127;09/03/2015;0000000009000
000219002400000103208;09/03/2015;0000000009000
000219002400000103216;09/03/2015;0000000009000
000219002400000103305;09/03/2015;0000000009000
