000219002400000022798;19/09/2013;0000000006000
000219002400000022925;19/09/2013;0000000003000
000219002400000022992;19/09/2013;0000000003000
00021900240000002300X;19/09/2013;0000000003000
000219002400000023255;19/09/2013;0000000003000
000219002400000023387;19/09/2013;0000000003000
000219002400000023530;19/09/2013;0000000003000
000219002400000023794;19/09/2013;0000000003000
000219002400000023859;19/09/2013;0000000003000
000219002400000023948;19/09/2013;0000000003000
000219002400000024030;19/09/2013;0000000003000
