000219002400000064881;16/09/2014;0000000003090
000219002400000089000;16/09/2014;0000000002500
000219002400000089019;16/09/2014;0000000002500
000219002400000089027;16/09/2014;0000000002500
000219002400000089043;16/09/2014;0000000002500
000219002400000089051;16/09/2014;0000000002500
000219002400000089094;16/09/2014;0000000002500
000219002400000089116;16/09/2014;0000000002500
000219002400000089124;16/09/2014;0000000002500
000219002400000089175;16/09/2014;0000000002500
000219002400000089183;16/09/2014;0000000002500
000219002400000089329;16/09/2014;0000000002500
000219002400000089337;16/09/2014;0000000002500
000219002400000089396;16/09/2014;0000000002500
000219002400000089590;16/09/2014;0000000002500
000219002400000089833;16/09/2014;0000000002500
000219002400000089884;16/09/2014;0000000002500
000219002400000090025;16/09/2014;0000000002500
