000219002400000101701;09/04/2015;0000000003670
000219002400000102112;09/04/2015;0000000003670
000219002400000103402;09/04/2015;0000000009000
000219002400000103453;09/04/2015;0000000009000
000219002400000103496;09/04/2015;0000000009000
000219002400000103771;09/04/2015;0000000003500
000219002400000104069;09/04/2015;0000000003500
000219002400000104077;09/04/2015;0000000003500
000219002400000104093;09/04/2015;0000000003500
000219002400000104115;09/04/2015;0000000003500
000219002400000104131;09/04/2015;0000000003500
000219002400000104190;09/04/2015;0000000003500
000219002400000104492;09/04/2015;0000000003500
000219002400000104581;09/04/2015;0000000003500
00021900240000010462X;09/04/2015;0000000003500
000219002400000104638;09/04/2015;0000000003500
000219002400000104697;09/04/2015;0000000003500
000219002400000104808;09/04/2015;0000000003500
000219002400000104816;09/04/2015;0000000003500
000219002400000104859;09/04/2015;0000000003500
000219002400000104867;09/04/2015;0000000003500
000219002400000104913;09/04/2015;0000000003500
