000219002400000108498;11/08/2015;0000000003797
000219002400000108501;11/08/2015;0000000003797
00021900240000010851X;11/08/2015;0000000003670
000219002400000109486;11/08/2015;0000000009280
000219002400000109591;11/08/2015;0000000003670
00021900240000011112X;11/08/2015;0000000003500
000219002400000111235;11/08/2015;0000000003500
000219002400000111243;11/08/2015;0000000003500
000219002400000111286;11/08/2015;0000000003500
000219002400000111332;11/08/2015;0000000003500
000219002400000111502;11/08/2015;0000000009000
00021900240000011160X;11/08/2015;0000000009000
