000219002400000015651;10/06/2013;0000000002000
000219002400000015740;10/06/2013;0000000002000
000219002400000016011;10/06/2013;0000000002000
00021900240000001602X;10/06/2013;0000000002000
000219002400000016097;10/06/2013;0000000002000
000219002400000016321;10/06/2013;0000000002000
000219002400000016410;10/06/2013;0000000002000
000219002400000016607;10/06/2013;0000000002000
000219002400000016658;10/06/2013;0000000002000
000219002400000016690;10/06/2013;0000000002000
000219002400000016879;10/06/2013;0000000002000
00021900240000001695X;10/06/2013;0000000002000
00021900240000001700X;10/06/2013;0000000002000
000219002400000017085;10/06/2013;0000000002000
00021900240000001714X;10/06/2013;0000000002000
000219002400000017204;10/06/2013;0000000002000
000219002400000017271;10/06/2013;0000000002000
000219002400000017328;10/06/2013;0000000002000
000219002400000017433;10/06/2013;0000000002000
000219002400000017492;10/06/2013;0000000002000
000219002400000017522;10/06/2013;0000000002000
000219002400000017581;10/06/2013;0000000002000
000219002400000017662;10/06/2013;0000000002000
000219002400000017700;10/06/2013;0000000002000
000219002400000017719;10/06/2013;0000000002000
000219002400000017735;10/06/2013;0000000002000
000219002400000017867;10/06/2013;0000000002000
00021900240000001793X;10/06/2013;0000000002000
000219002400000017980;10/06/2013;0000000002000
000219002400000018022;10/06/2013;0000000002000
000219002400000018073;10/06/2013;0000000002000
00021900240000001812X;10/06/2013;0000000002000
000219002400000018189;10/06/2013;0000000002000
000219002400000018197;10/06/2013;0000000002000
000219002400000018200;10/06/2013;0000000002000
000219002400000018308;10/06/2013;0000000002000
000219002400000018359;10/06/2013;0000000002000
000219002400000018375;10/06/2013;0000000002000
000219002400000018413;10/06/2013;0000000002000
000219002400000018472;10/06/2013;0000000002000
000219002400000018529;10/06/2013;0000000002000
00021900240000001857X;10/06/2013;0000000002000
000219002400000018588;10/06/2013;0000000002000
000219002400000018650;10/06/2013;0000000002000
000219002400000018669;10/06/2013;0000000002000
000219002400000018677;10/06/2013;0000000002000
000219002400000018693;10/06/2013;0000000002000
000219002400000018766;10/06/2013;0000000002000
000219002400000018790;10/06/2013;0000000002000
000219002400000018847;10/06/2013;0000000002000
000219002400000018855;10/06/2013;0000000002000
000219002400000018995;10/06/2013;0000000002000
000219002400000019010;10/06/2013;0000000002000
00021900240000001910X;10/06/2013;0000000002000
000219002400000019207;10/06/2013;0000000002000
000219002400000019258;10/06/2013;0000000002000
000219002400000019304;10/06/2013;0000000002000
000219002400000019339;10/06/2013;0000000002000
000219002400000019401;10/06/2013;0000000002000
00021900240000001941X;10/06/2013;0000000002000
000219002400000019517;10/06/2013;0000000002000
000219002400000019541;10/06/2013;0000000002000
000219002400000019568;10/06/2013;0000000002000
000219002400000019576;10/06/2013;0000000002000
000219002400000019584;10/06/2013;0000000002000
000219002400000019606;10/06/2013;0000000002000
000219002400000019657;10/06/2013;0000000002000
000219002400000019673;10/06/2013;0000000002000
00021900240000001969X;10/06/2013;0000000002000
000219002400000019738;10/06/2013;0000000002000
000219002400000019754;10/06/2013;0000000002000
000219002400000019762;10/06/2013;0000000002000
000219002400000019789;10/06/2013;0000000002000
000219002400000019843;10/06/2013;0000000002000
000219002400000019886;10/06/2013;0000000002000
000219002400000019983;10/06/2013;0000000002000
000219002400000020019;10/06/2013;0000000002000
000219002400000020027;10/06/2013;0000000002000
000219002400000020116;10/06/2013;0000000002000
000219002400000020124;10/06/2013;0000000002000
000219002400000020132;10/06/2013;0000000002000
000219002400000020140;10/06/2013;0000000002000
000219002400000020159;10/06/2013;0000000002000
000219002400000020183;10/06/2013;0000000002000
000219002400000020191;10/06/2013;0000000002000
000219002400000020205;10/06/2013;0000000002000
000219002400000020221;10/06/2013;0000000002000
00021900240000002023X;10/06/2013;0000000002000
000219002400000020256;10/06/2013;0000000002000
000219002400000020280;10/06/2013;0000000002000
000219002400000020299;10/06/2013;0000000002000
000219002400000020302;10/06/2013;0000000002000
000219002400000020337;10/06/2013;0000000002000
000219002400000020353;10/06/2013;0000000002000
000219002400000020361;10/06/2013;0000000002000
000219002400000020388;10/06/2013;0000000002000
000219002400000020426;10/06/2013;0000000002000
000219002400000020434;10/06/2013;0000000002000
000219002400000020469;10/06/2013;0000000002000
000219002400000020507;10/06/2013;0000000002000
000219002400000020523;10/06/2013;0000000002000
00021900240000002054X;10/06/2013;0000000002000
000219002400000020566;10/06/2013;0000000002000
000219002400000020582;10/06/2013;0000000002000
000219002400000020590;10/06/2013;0000000002000
000219002400000020620;10/06/2013;0000000002000
000219002400000020647;10/06/2013;0000000002000
000219002400000020655;10/06/2013;0000000002000
000219002400000020663;10/06/2013;0000000002000
000219002400000020671;10/06/2013;0000000002000
00021900240000002068X;10/06/2013;0000000002000
000219002400000020698;10/06/2013;0000000002000
000219002400000020728;10/06/2013;0000000002000
