000219002400000062765;08/08/2014;0000000003000
000219002400000062854;08/08/2014;0000000003000
000219002400000062889;08/08/2014;0000000003000
000219002400000062935;08/08/2014;0000000003000
000219002400000063184;08/08/2014;0000000003000
000219002400000063494;08/08/2014;0000000003000
000219002400000063508;08/08/2014;0000000003000
000219002400000063575;08/08/2014;0000000003000
000219002400000063583;08/08/2014;0000000003000
000219002400000063826;08/08/2014;0000000003000
00021900240000006413X;08/08/2014;0000000003000
00021900240000007481X;08/08/2014;0000000003000
000219002400000085935;08/08/2014;0000000003000
000219002400000086354;08/08/2014;0000000023500
